event_id,datetime,instrument,side,requested_shares,executed_shares,unfilled_shares,base_price,fill_price,gross_value,status,reason,commission,stamp_tax,slippage_cost,cash_fee,implementation_cost
event_000001,2026-02-05,SH600031,buy,40800.0,34100.0,6700.0,23.249998792922607,23.273248791715528,793617.7837974995,partial,cash_volume_or_lot,238.08533513924982,0.0,792.8249588385796,238.08533513924982,1030.9102939778295
event_000002,2026-02-05,SH600032,buy,117500.0,4800.0,112700.0,8.079999644911712,8.088079644556624,38822.78229387179,partial,cash_volume_or_lot,11.646834688161535,0.0,38.78399829557395,11.646834688161535,50.430832983735485
event_000003,2026-02-05,SH600007,buy,45600.0,1400.0,44200.0,20.79999969102557,20.82079969071659,29149.11956700323,partial,cash_volume_or_lot,8.744735870100968,0.0,29.119999567430455,8.744735870100968,37.86473543753142
event_000004,2026-02-05,SH600026,buy,56900.00000000001,29200.000000000004,27700.000000000004,16.690000909837863,16.7066909107477,487835.3745938328,partial,cash_volume_or_lot,146.35061237814983,0.0,487.34802656722,146.35061237814983,633.6986389453698
event_000005,2026-02-05,SH600017,buy,299600.0,18700.0,280900.0,3.1700000370827723,3.173170037119855,59338.27969414129,partial,cash_volume_or_lot,17.801483908242385,0.0,59.27900069344605,17.801483908242385,77.08048460168844
event_000006,2026-02-05,SH600022,buy,579200.0,70700.0,508500.0,1.640000020217896,1.6416400202381134,116063.94943083462,partial,cash_volume_or_lot,34.81918482925038,0.0,115.94800142937507,34.81918482925038,150.76718625862546
event_000007,2026-02-05,SH600008,buy,307400.0,37400.0,270000.0,3.089999973578616,3.0930899735521944,115681.56501085206,partial,cash_volume_or_lot,34.704469503255616,0.0,115.5659990118278,34.704469503255616,150.27046851508342
event_000008,2026-02-05,SH600004,buy,98699.99999999999,12600.0,86099.99999999999,9.620000262261579,9.629620262523838,121333.21530780036,partial,cash_volume_or_lot,36.399964592340105,0.0,121.21200330446982,36.399964592340105,157.61196789680992
event_000009,2026-02-05,SH600037,buy,118600.0,8100.000000000001,110500.0,8.010000169094424,8.018010169263517,64945.882371034495,partial,cash_volume_or_lot,19.483764711310346,0.0,64.88100136965899,19.483764711310346,84.36476608096933
event_000010,2026-02-05,SH600028,buy,145900.0,108400.0,37500.0,6.509999637886734,6.51650963752462,706389.6447076688,partial,cash_volume_or_lot,211.91689341230062,0.0,705.6839607468074,211.91689341230062,917.600854159108
event_000011,2026-02-06,SH600004,sell,12599.507997278308,11500.0,1099.5079972783078,9.619999799896314,9.61037980009642,110519.36770110881,partial,cash_volume_or_lot,33.15581031033264,110.51936770110882,110.62999769879411,143.67517801144146,254.30517571023557
event_000013,2026-02-06,SH600032,buy,115200.0,3800.0,111400.0,7.869999897389942,7.877869897287331,29935.905609691858,partial,cash_volume_or_lot,8.980771682907557,0.0,29.905999610079093,8.980771682907557,38.88677129298665
event_000014,2026-02-06,SH600007,buy,43900.0,1200.0,42700.0,20.810000215325434,20.830810215540758,24996.972258648908,partial,cash_volume_or_lot,7.499091677594672,0.0,24.972000258388505,7.499091677594672,32.471091935983175
