level,cluster_id,comparison_view,members,comparable_pairs,all_pairs,co_membership_retention,eligible_reference_members,eligible_universe_members,best_eligible_member_jaccard,full_max_within_cluster_distance
0.95,ab871b25367ba7b1a7c7,C,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.028259287804595745
0.95,abcb39d6433b8afd507a,C,1,0,0,,1,490,1.0,0.0
0.95,ac219d870aee34fcb105,C,1,0,0,,1,490,1.0,0.0
0.95,ac5bc2620a60f76b2ea0,C,21,210,210,1.0,21,490,1.0,0.005267413639214791
0.95,ad0a840e4f9e0584489f,C,1,0,0,,1,490,1.0,0.0
0.95,b04732aa712d61709ba7,C,2,1,1,1.0,2,490,1.0,0.020836010632366175
0.95,b0ea6698549c55ca6ff5,C,1,0,0,,1,490,1.0,0.0
0.95,b19da01b19441c8adcb2,C,5,10,10,1.0,5,490,1.0,0.028408036512943546
0.95,b3cff2ec39c6610409a0,C,1,0,0,,1,490,1.0,0.0
0.95,b6e1823bcf0ae915061a,C,2,1,1,1.0,2,490,0.3333333333333333,0.024511001714865532
0.95,b703bc6e3ba9f1ff132b,C,1,0,0,,1,490,1.0,0.0
0.95,b822f5c40355786aa2e8,C,2,1,1,1.0,2,490,1.0,0.048108351744284183
0.95,bcb622cbeda4305b1d36,C,1,0,0,,1,1,1.0,0.0
0.95,bd34cc5be5fc78f5fad8,C,11,55,55,0.45454545454545453,11,490,0.375,0.04344232861905528
0.95,bded87163fed4a9fb332,C,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.03576456615283896
0.95,be114a5b4fc6a3a3964c,C,1,0,0,,1,490,0.5,0.0
0.95,be7d867052c4348015f9,C,6,15,15,1.0,6,490,1.0,0.029811909416781912
0.95,c127e8ab7555cb928863,C,1,0,0,,1,490,1.0,0.0
0.95,c193906f1e22e8582eda,C,3,3,3,1.0,3,490,1.0,1.5067721514938626e-09
0.95,c1a67f226618d8806abd,C,2,1,1,1.0,2,490,1.0,0.025009898060977864
0.95,c3c184d5e017126418cb,C,2,1,1,0.0,2,490,0.5,0.034110588749441506
0.95,c72885dd3f1ce1a78f16,C,1,0,0,,1,490,1.0,0.0
0.95,c807163f896e6d1b8c57,C,1,0,0,,1,490,1.0,0.0
0.95,c923747db6f9067be042,C,2,1,1,1.0,2,490,1.0,0.03137976762835537
0.95,c9661f47c4971f2f2fbf,C,1,0,0,,1,490,1.0,0.0
0.95,ca20cc5e482d281d393b,C,1,0,0,,1,490,1.0,0.0
0.95,ca53b9dc1c3b8ff8904f,C,1,0,0,,1,490,1.0,0.0
0.95,ca76105abc946917f690,C,1,0,0,,1,490,1.0,0.0
0.95,cc4777fa6fc9a5f9feea,C,13,78,78,1.0,13,490,0.8125,0.030391479139586286
0.95,d18607793b10513d7c92,C,1,0,0,,1,490,1.0,0.0
0.95,d384188047b007876638,C,2,1,1,1.0,2,490,1.0,0.022126934638916795
0.95,d3a6be10cb3e2b92a146,C,5,10,10,1.0,5,490,1.0,0.034058023438936935
0.95,d4bfc5abb71b2854488c,C,1,0,0,,1,490,1.0,0.0
0.95,d52781349b77fcb88d47,C,1,0,0,,1,490,1.0,0.0
0.95,d540755afad2b7361e9a,C,1,0,0,,1,490,1.0,0.0
0.95,d9752d00df548f627439,C,1,0,0,,1,490,1.0,0.0
0.95,dafb76234d81cda0f516,C,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.049201104230321424
0.95,dd3a084657f04673ea64,C,1,0,0,,1,490,1.0,0.0
0.95,ddf4b116d0be6091a5b3,C,1,0,0,,1,490,1.0,0.0
0.95,de8d013823420235cf92,C,3,3,3,1.0,3,490,1.0,3.7953629128395505e-10
0.95,df6e6cebd187a393c4e9,C,1,0,0,,1,490,1.0,0.0
0.95,e0b93e5b5907a91b96d8,C,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.04603474640581484
0.95,e4b08206906026a54081,C,1,0,0,,1,490,1.0,0.0
0.95,e581876fe1c1bcb55c1a,C,1,0,0,,1,490,1.0,0.0
0.95,e7019b0c67ff9632f66e,C,1,0,0,,1,490,1.0,0.0
0.95,e8a638214decadf069e9,C,1,0,0,,1,490,1.0,0.0
0.95,ecb03b3cc52cd1a6372e,C,3,3,3,1.0,3,490,1.0,0.026051282105659435
0.95,eeefe3a1b5115eec5789,C,2,1,1,1.0,2,490,1.0,0.009109100852529473
0.95,efd9eecfa15bb79f2d77,C,2,1,1,1.0,2,490,1.0,0.02154972595560234
0.95,f2146bac13724395f014,C,1,0,0,,1,490,0.5,0.0
0.95,f2950e3f45a0089c790b,C,1,0,0,,1,490,0.5,0.0
0.95,f3d8643e4a7562faeef6,C,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.0305779470312062
0.95,f54e5e62df1e43ff212a,C,1,0,0,,1,490,0.5,0.0
0.95,f5d2dba0f492ddc794d1,C,3,3,3,1.0,3,490,1.0,8.217622138317893e-10
0.95,f7aedb877cf6a252c2d2,C,1,0,0,,1,490,1.0,0.0
0.95,f8bb4c7720f217c4a701,C,1,0,0,,1,490,1.0,0.0
0.95,fa2890a2cc225368682d,C,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.04124347750475743
0.95,fbaab174b1d30cd2da92,C,1,0,0,,1,490,1.0,0.0
0.95,fc53b630fdef94c9cc74,C,1,0,0,,1,490,0.5,0.0
0.95,fd72b786f0a7eb93f4f6,C,1,0,0,,1,490,1.0,0.0
0.95,fe1cc9ff0bea07cd0ac3,C,3,3,3,1.0,3,490,1.0,0.022373260577536414
0.95,febb61b5c06cca0eaf32,C,2,1,1,1.0,2,490,1.0,0.03599814665012269
0.95,ff0060069786e02a2fc9,C,1,0,0,,1,490,1.0,0.0
0.95,ff382c63050eae78fd72,C,1,0,0,,1,490,1.0,0.0
0.95,010440c6dde61ca109da,D,1,0,0,,1,493,1.0,0.0
0.95,0119a5d12159986ff7d7,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.03745019615588441
0.95,02852084f330f943e1ef,D,3,3,3,1.0,3,493,0.75,0.023194492364859043
0.95,03a8f38bcb75fcad2a55,D,1,0,0,,1,493,1.0,0.0
0.95,08e08bd1979c863b7302,D,1,0,0,,1,493,1.0,0.0
0.95,0d495298578d1efc9d18,D,1,0,0,,1,493,1.0,0.0
0.95,0d78cc8063a80cad4131,D,2,1,1,0.0,2,493,0.16666666666666666,0.022724243004146327
0.95,0d8192eab90b072b7d78,D,5,10,10,0.6,5,493,0.6666666666666666,0.040410433826639225
0.95,139a45fbd384ad1ac167,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.027262737555706185
0.95,146615a931b89bfd22d2,D,1,0,0,,1,493,1.0,0.0
0.95,15d66f5e3d72aa9d1fe0,D,2,1,1,0.0,2,493,0.5,0.020831179104413122
0.95,1616cfafba93fd4d742a,D,1,0,0,,1,493,1.0,0.0
0.95,18549a84594ba3a19eaa,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.029399365781703102
0.95,18f6eae7c23d7f5b60a1,D,5,10,10,0.6,5,493,0.6666666666666666,0.04626411441699041
0.95,192a849fd03ec415749d,D,1,0,0,,1,493,1.0,0.0
0.95,19bbc5d7522ccaacd769,D,1,0,0,,1,493,1.0,0.0
0.95,19d76af8d6af6bbd435d,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.03927158984552448
0.95,1ade7e498559a042d3a3,D,1,0,0,,1,493,1.0,0.0
0.95,1d1ccc056dca02694e18,D,1,0,0,,1,493,1.0,0.0
0.95,1d6828e275dacdfd9dc6,D,1,0,0,,1,493,1.0,0.0
0.95,1da777bc7cfd3e928def,D,1,0,0,,1,493,1.0,0.0
0.95,20501ddc91d3dd72f7a4,D,1,0,0,,1,493,1.0,0.0
0.95,22e7188a127f738976bd,D,1,0,0,,1,493,1.0,0.0
0.95,23809097381c7914fa2e,D,1,0,0,,1,493,1.0,0.0
0.95,240a46d2ca9b414a6f3a,D,2,1,1,1.0,2,493,1.0,0.0001380714424861207
0.95,24166f99f7dc090d0c8d,D,1,0,0,,1,493,1.0,0.0
0.95,26125719bd2fa2e774a2,D,18,153,153,0.37254901960784315,18,493,0.5555555555555556,0.045117405656037946
0.95,26c07d46d38336844056,D,7,21,21,0.7142857142857143,7,493,0.75,0.03102484012763096
0.95,26d9a7d152ec948b54ee,D,1,0,0,,1,493,1.0,0.0
0.95,27a1ae499e85fa73c4e2,D,1,0,0,,1,493,0.5,0.0
0.95,2814b13cf3cfa2e3a7c7,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.03302333603393537
0.95,2c1b7a073bb7eee3e9c9,D,1,0,0,,1,493,1.0,0.0
0.95,2ca59647a619fb84db87,D,1,0,0,,1,493,1.0,0.0
0.95,2eea6dde012349bd98a0,D,1,0,0,,1,493,1.0,0.0
0.95,2f9bdc33bf13c84d2b85,D,1,0,0,,1,493,1.0,0.0
0.95,3134d6d108dc4366370e,D,1,0,0,,1,493,1.0,0.0
0.95,328b3fd312d9efd68c91,D,1,0,0,,1,493,1.0,0.0
0.95,33389f2a485e7fe8c4d8,D,1,0,0,,1,493,1.0,0.0
0.95,33f599c66c9a3959eb2f,D,2,1,1,0.0,2,493,0.5,0.028005788071050808
0.95,348acb083a97f38304b9,D,3,3,3,1.0,3,493,0.6,0.01914350139300347
0.95,374543bdc17da3f85944,D,1,0,0,,1,493,1.0,0.0
0.95,37a13d1a27ad3aa322d1,D,1,0,0,,1,493,1.0,0.0
0.95,37af2c0500711c444fd8,D,1,0,0,,1,493,1.0,0.0
0.95,38486f452ab32ec20be7,D,1,0,0,,1,493,1.0,0.0
0.95,39bbfe029066e00926c1,D,1,0,0,,1,493,1.0,0.0
0.95,3aaecc97907d9b56f229,D,1,0,0,,1,493,1.0,0.0
0.95,3d5fbeca91476ca0ec51,D,3,3,3,1.0,3,493,1.0,1.1102230246251565e-16
0.95,3dc9e51c9b37e7dbb8ef,D,1,0,0,,1,493,1.0,0.0
0.95,3e5859bb1ae344622ffc,D,2,1,1,1.0,2,493,1.0,0.01036801122365405
0.95,3feeac74d6a6e78183e9,D,4,6,6,1.0,4,493,0.6666666666666666,0.017571522562119912
0.95,3ff8a9a99d1904268d5a,D,1,0,0,,1,493,1.0,0.0
0.95,40f47512e87a53769bd3,D,2,1,1,1.0,2,493,0.6666666666666666,0.017459018119441616
0.95,41bdbca241aab511b201,D,2,1,1,1.0,2,493,0.6666666666666666,0.018179998983638646
0.95,42b9c19210affd8ddc7f,D,1,0,0,,1,493,1.0,0.0
0.95,43ba89ad95767f536798,D,3,3,3,1.0,3,493,1.0,2.220446049250313e-16
0.95,443b571127b2ec76b73d,D,1,0,0,,1,493,1.0,0.0
0.95,454dfdfed16b7fb74477,D,2,1,1,1.0,2,493,1.0,0.0
0.95,45dcbf509a2dc0c414c4,D,1,0,0,,1,493,1.0,0.0
0.95,4775896fe00baa361f93,D,5,10,10,0.6,5,493,0.6666666666666666,0.032573075591088685
0.95,48aa63980fab84c9e37a,D,1,0,0,,1,493,0.5,0.0
0.95,48fe5a7775cfaab17bc6,D,1,0,0,,1,493,1.0,0.0
0.95,4b0a55ca55582752a142,D,1,0,0,,1,493,1.0,0.0
0.95,4bc4fecdde240cfdaf85,D,1,0,0,,1,493,1.0,0.0
0.95,4cf5546667e57cd70fa6,D,5,10,10,0.6,5,493,0.6666666666666666,0.04328990251541087
0.95,4e31f53de96f4fe76409,D,1,0,0,,1,493,1.0,0.0
0.95,4f4724d28de02af01da1,D,1,0,0,,1,493,1.0,0.0
0.95,51f480d926c5439af4e6,D,1,0,0,,1,493,1.0,0.0
0.95,52ce13d4c0b7b017bca3,D,1,0,0,,1,493,0.5,0.0
0.95,54d1fe97e5589b098955,D,1,0,0,,1,493,1.0,0.0
0.95,57e76b2aa396beca8047,D,3,3,3,1.0,3,493,1.0,3.972138173935491e-10
0.95,5a4fedf0c096265871a5,D,1,0,0,,1,493,1.0,0.0
0.95,5b65bde2c2d327eb3085,D,1,0,0,,1,493,1.0,0.0
0.95,5e245a8261fa0091f7f5,D,1,0,0,,1,493,1.0,0.0
0.95,606f3f7b79b6888414b8,D,1,0,0,,1,493,1.0,0.0
0.95,610c94e335ea403f8089,D,5,10,10,1.0,5,493,0.5,0.02535124139656575
0.95,654e1918dda895fd41b3,D,3,3,3,1.0,3,493,0.75,0.04439961993334385
0.95,67728e5781d734fb1a1b,D,1,0,0,,1,493,1.0,0.0
0.95,67ace6fbca8d42640ab8,D,1,0,0,,1,493,1.0,0.0
0.95,682dd1cdce705d3b4c08,D,1,0,0,,1,493,1.0,0.0
0.95,687536b7e6b2f3329e2c,D,1,0,0,,1,493,1.0,0.0
0.95,68deb3342485271a8235,D,5,10,10,1.0,5,493,0.7142857142857143,0.021139662282278593
0.95,6925bc5a09a02bded0f5,D,1,0,0,,1,493,1.0,0.0
0.95,695e482b6e8b4adf0ec3,D,1,0,0,,1,493,1.0,0.0
0.95,6a32affd24f3b2e4c837,D,1,0,0,,1,493,1.0,0.0
0.95,6b05b7d62e5cb0568aab,D,1,0,0,,1,493,1.0,0.0
0.95,6f1c0711a84c1462a4a8,D,1,0,0,,1,493,1.0,0.0
0.95,7124ee6071f7a02d1193,D,1,0,0,,1,493,1.0,0.0
0.95,72be48e7eef52752b78b,D,1,0,0,,1,493,1.0,0.0
0.95,72e4754e1808c9711664,D,1,0,0,,1,493,0.5,0.0
0.95,72edb9557f3919da8c80,D,2,1,1,1.0,2,493,1.0,0.00276912577987809
0.95,746cf6d53ce5701f6c91,D,1,0,0,,1,493,1.0,0.0
0.95,74872fd6d2e2cefa31e3,D,1,0,0,,1,493,1.0,0.0
0.95,75d7e0dd5742c892bba4,D,1,0,0,,1,493,1.0,0.0
0.95,76104535fe7a2f1f2de0,D,2,1,1,1.0,2,493,1.0,0.0
0.95,76463d6d3635e26a397f,D,5,10,10,0.6,5,493,0.36363636363636365,0.026337675584784837
0.95,783d104ae822de3d410f,D,1,0,0,,1,493,1.0,0.0
0.95,7ac25fbdd6d3adfe7169,D,1,0,0,,1,493,1.0,0.0
0.95,7bc40bbcf1bb3cc9515d,D,1,0,0,,1,493,1.0,0.0
0.95,7bfbfb8744bb215da763,D,1,0,0,,1,493,0.3333333333333333,0.0
0.95,7c87da6c37f06abd362a,D,1,0,0,,1,493,1.0,0.0
0.95,7dd21faf0e8120f884c5,D,1,0,0,,1,493,1.0,0.0
0.95,7e3a42ece612bc550b0a,D,1,0,0,,1,493,1.0,0.0
0.95,7eddb9d31590178b5e79,D,1,0,0,,1,493,1.0,0.0
0.95,7fa0cff3279565cc9663,D,1,0,0,,1,493,1.0,0.0
0.95,818eff8fd93ce094e6a2,D,1,0,0,,1,493,1.0,0.0
0.95,8249de9fd7d941c9fbe6,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.03176074487583325
0.95,885e023b7ee6a6980743,D,1,0,0,,1,493,1.0,0.0
0.95,899276f28486c25726c5,D,2,1,1,1.0,2,493,1.0,0.0
0.95,8ad9547c41ab7bf07ddd,D,1,0,0,,1,493,1.0,0.0
0.95,8b786d0b186bfa60c553,D,3,3,3,1.0,3,493,0.75,0.029335962036681984
0.95,8d97261e959a28732f3c,D,1,0,0,,1,493,1.0,0.0
0.95,939764fb69f9760e9f7b,D,1,0,0,,1,493,1.0,0.0
0.95,94f242cb9acdb53c1532,D,2,1,1,0.0,2,493,0.5,0.04476182170851328
0.95,952baf86051d8bea6cae,D,1,0,0,,1,493,0.5,0.0
0.95,957e44f0d279c7d75a9a,D,1,0,0,,1,493,1.0,0.0
0.95,97579789a904a6255f78,D,5,10,10,1.0,5,493,0.8333333333333334,0.021393502500931083
0.95,98a123c907d0d1c3841f,D,1,0,0,,1,493,1.0,0.0
0.95,9952d1912045f85c57a9,D,3,3,3,1.0,3,493,1.0,1.130078031152948e-09
0.95,9c705929f3daf5f4d669,D,1,0,0,,1,493,0.5,0.0
0.95,9c7302c0e5ffb148680a,D,5,10,10,0.6,5,493,0.6666666666666666,0.03804822660139218
0.95,9d11fe2b7e5231c1892e,D,2,1,1,0.0,2,493,0.16666666666666666,0.01926275880129258
0.95,9ee5e2dec2b95c07f39d,D,1,0,0,,1,493,1.0,0.0
0.95,a06b551e0969a2bf0981,D,1,0,0,,1,493,1.0,0.0
0.95,a0c465ad0e1243f6d8bf,D,5,10,10,0.6,5,493,0.6666666666666666,0.03594703297215207
0.95,a0cc06e032968bdc3ccf,D,1,0,0,,1,493,1.0,0.0
0.95,a1489f3a2e39d65531c4,D,1,0,0,,1,493,1.0,0.0
0.95,a2854e4f9bc320479b60,D,2,1,1,1.0,2,493,1.0,0.0
0.95,a2d1a924f5fc0e215038,D,1,0,0,,1,493,1.0,0.0
0.95,a371273fd2074d9a278b,D,1,0,0,,1,493,1.0,0.0
0.95,a4056442525084bdf5b5,D,1,0,0,,1,493,1.0,0.0
0.95,a50b5c9c1840156537f4,D,1,0,0,,1,493,1.0,0.0
0.95,a57b0dd3dd119034bd0c,D,1,0,0,,1,493,1.0,0.0
0.95,a606a096dc8f0b7a3abf,D,1,0,0,,1,493,1.0,0.0
0.95,a7233228b56a454ec507,D,1,0,0,,1,493,1.0,0.0
0.95,a7fbb75b889b8efd2021,D,1,0,0,,1,493,1.0,0.0
0.95,a843ec43f3299d9e2e77,D,1,0,0,,1,493,1.0,0.0
0.95,aa3d8fb03aff0452da6a,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.034418415953729076
0.95,aaba38ad25e361d42b7b,D,5,10,10,1.0,5,493,0.5,0.027252939569975432
0.95,ab871b25367ba7b1a7c7,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.028259287804595745
0.95,abcb39d6433b8afd507a,D,1,0,0,,1,493,1.0,0.0
0.95,ac219d870aee34fcb105,D,1,0,0,,1,493,1.0,0.0
0.95,ac5bc2620a60f76b2ea0,D,21,210,210,1.0,21,493,1.0,0.005267413639214791
0.95,ad0a840e4f9e0584489f,D,1,0,0,,1,493,1.0,0.0
0.95,b04732aa712d61709ba7,D,2,1,1,0.0,2,493,0.16666666666666666,0.020836010632366175
0.95,b0ea6698549c55ca6ff5,D,1,0,0,,1,493,1.0,0.0
0.95,b19da01b19441c8adcb2,D,5,10,10,0.6,5,493,0.3333333333333333,0.028408036512943546
0.95,b3cff2ec39c6610409a0,D,1,0,0,,1,493,1.0,0.0
0.95,b6e1823bcf0ae915061a,D,2,1,1,0.0,2,493,0.5,0.024511001714865532
0.95,b703bc6e3ba9f1ff132b,D,1,0,0,,1,493,1.0,0.0
0.95,b822f5c40355786aa2e8,D,2,1,1,0.0,2,493,0.5,0.048108351744284183
0.95,bcb622cbeda4305b1d36,D,1,0,0,,1,1,1.0,0.0
0.95,bd34cc5be5fc78f5fad8,D,11,55,55,0.45454545454545453,11,493,0.4,0.04344232861905528
0.95,bded87163fed4a9fb332,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.03576456615283896
0.95,be114a5b4fc6a3a3964c,D,1,0,0,,1,493,0.5,0.0
0.95,be7d867052c4348015f9,D,6,15,15,1.0,6,493,0.5454545454545454,0.029811909416781912
0.95,c127e8ab7555cb928863,D,1,0,0,,1,493,1.0,0.0
0.95,c193906f1e22e8582eda,D,3,3,3,1.0,3,493,1.0,1.5067721514938626e-09
0.95,c1a67f226618d8806abd,D,2,1,1,0.0,2,493,0.5,0.025009898060977864
0.95,c3c184d5e017126418cb,D,2,1,1,0.0,2,493,0.5,0.034110588749441506
0.95,c72885dd3f1ce1a78f16,D,1,0,0,,1,493,1.0,0.0
0.95,c807163f896e6d1b8c57,D,1,0,0,,1,493,1.0,0.0
0.95,c923747db6f9067be042,D,2,1,1,0.0,2,493,0.5,0.03137976762835537
0.95,c9661f47c4971f2f2fbf,D,1,0,0,,1,493,1.0,0.0
0.95,ca20cc5e482d281d393b,D,1,0,0,,1,493,1.0,0.0
0.95,ca53b9dc1c3b8ff8904f,D,1,0,0,,1,493,1.0,0.0
0.95,ca76105abc946917f690,D,1,0,0,,1,493,1.0,0.0
0.95,cc4777fa6fc9a5f9feea,D,13,78,78,1.0,13,493,0.7647058823529411,0.030391479139586286
0.95,d18607793b10513d7c92,D,1,0,0,,1,493,1.0,0.0
0.95,d384188047b007876638,D,2,1,1,1.0,2,493,1.0,0.022126934638916795
0.95,d3a6be10cb3e2b92a146,D,5,10,10,0.6,5,493,0.6666666666666666,0.034058023438936935
0.95,d4bfc5abb71b2854488c,D,1,0,0,,1,493,1.0,0.0
0.95,d52781349b77fcb88d47,D,1,0,0,,1,493,1.0,0.0
0.95,d540755afad2b7361e9a,D,1,0,0,,1,493,1.0,0.0
0.95,d9752d00df548f627439,D,1,0,0,,1,493,0.5,0.0
0.95,dafb76234d81cda0f516,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.049201104230321424
0.95,dd3a084657f04673ea64,D,1,0,0,,1,493,1.0,0.0
0.95,ddf4b116d0be6091a5b3,D,1,0,0,,1,493,1.0,0.0
0.95,de8d013823420235cf92,D,3,3,3,1.0,3,493,1.0,3.7953629128395505e-10
0.95,df6e6cebd187a393c4e9,D,1,0,0,,1,493,1.0,0.0
0.95,e0b93e5b5907a91b96d8,D,10,45,45,0.4666666666666667,10,493,0.4,0.04603474640581484
0.95,e4b08206906026a54081,D,1,0,0,,1,493,1.0,0.0
0.95,e581876fe1c1bcb55c1a,D,1,0,0,,1,493,1.0,0.0
0.95,e7019b0c67ff9632f66e,D,1,0,0,,1,493,1.0,0.0
0.95,e8a638214decadf069e9,D,1,0,0,,1,493,1.0,0.0
0.95,ecb03b3cc52cd1a6372e,D,3,3,3,1.0,3,493,0.75,0.026051282105659435
0.95,eeefe3a1b5115eec5789,D,2,1,1,1.0,2,493,1.0,0.009109100852529473
0.95,efd9eecfa15bb79f2d77,D,2,1,1,1.0,2,493,1.0,0.02154972595560234
0.95,f2146bac13724395f014,D,1,0,0,,1,493,0.5,0.0
0.95,f2950e3f45a0089c790b,D,1,0,0,,1,493,0.5,0.0
0.95,f3d8643e4a7562faeef6,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.0305779470312062
0.95,f54e5e62df1e43ff212a,D,1,0,0,,1,493,0.5,0.0
0.95,f5d2dba0f492ddc794d1,D,3,3,3,1.0,3,493,1.0,8.217622138317893e-10
0.95,f7aedb877cf6a252c2d2,D,1,0,0,,1,493,1.0,0.0
0.95,f8bb4c7720f217c4a701,D,1,0,0,,1,493,1.0,0.0
0.95,fa2890a2cc225368682d,D,10,45,45,0.4666666666666667,10,493,0.42857142857142855,0.04124347750475743
0.95,fbaab174b1d30cd2da92,D,1,0,0,,1,493,1.0,0.0
0.95,fc53b630fdef94c9cc74,D,1,0,0,,1,493,1.0,0.0
0.95,fd72b786f0a7eb93f4f6,D,1,0,0,,1,493,1.0,0.0
0.95,fe1cc9ff0bea07cd0ac3,D,3,3,3,1.0,3,493,1.0,0.022373260577536414
0.95,febb61b5c06cca0eaf32,D,2,1,1,0.0,2,493,0.5,0.03599814665012269
0.95,ff0060069786e02a2fc9,D,1,0,0,,1,493,1.0,0.0
0.95,ff382c63050eae78fd72,D,1,0,0,,1,493,1.0,0.0
0.95,010440c6dde61ca109da,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,0119a5d12159986ff7d7,LOO_A,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.03745019615588441
0.95,02852084f330f943e1ef,LOO_A,3,3,3,1.0,3,490,1.0,0.023194492364859043
0.95,03a8f38bcb75fcad2a55,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,08e08bd1979c863b7302,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,0d495298578d1efc9d18,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,0d78cc8063a80cad4131,LOO_A,2,1,1,1.0,2,490,1.0,0.022724243004146327
0.95,0d8192eab90b072b7d78,LOO_A,5,10,10,1.0,5,490,1.0,0.040410433826639225
0.95,139a45fbd384ad1ac167,LOO_A,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.027262737555706185
0.95,146615a931b89bfd22d2,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,15d66f5e3d72aa9d1fe0,LOO_A,2,1,1,1.0,2,490,0.6666666666666666,0.020831179104413122
0.95,1616cfafba93fd4d742a,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,18549a84594ba3a19eaa,LOO_A,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.029399365781703102
0.95,18f6eae7c23d7f5b60a1,LOO_A,5,10,10,1.0,5,490,1.0,0.04626411441699041
0.95,192a849fd03ec415749d,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,19bbc5d7522ccaacd769,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,19d76af8d6af6bbd435d,LOO_A,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.03927158984552448
0.95,1ade7e498559a042d3a3,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,1d1ccc056dca02694e18,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,1d6828e275dacdfd9dc6,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,1da777bc7cfd3e928def,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,20501ddc91d3dd72f7a4,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,22e7188a127f738976bd,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,23809097381c7914fa2e,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,240a46d2ca9b414a6f3a,LOO_A,2,1,1,1.0,2,490,1.0,0.0001380714424861207
0.95,24166f99f7dc090d0c8d,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,26125719bd2fa2e774a2,LOO_A,18,153,153,0.3790849673202614,18,490,0.5555555555555556,0.045117405656037946
0.95,26c07d46d38336844056,LOO_A,7,21,21,1.0,7,490,1.0,0.03102484012763096
0.95,26d9a7d152ec948b54ee,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,27a1ae499e85fa73c4e2,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,2814b13cf3cfa2e3a7c7,LOO_A,10,45,45,0.4444444444444444,10,490,0.3333333333333333,0.03302333603393537
0.95,2c1b7a073bb7eee3e9c9,LOO_A,1,0,0,,1,1,1.0,0.0
0.95,2ca59647a619fb84db87,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,2eea6dde012349bd98a0,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,2f9bdc33bf13c84d2b85,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,3134d6d108dc4366370e,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,328b3fd312d9efd68c91,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,33389f2a485e7fe8c4d8,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,33f599c66c9a3959eb2f,LOO_A,2,1,1,1.0,2,490,1.0,0.028005788071050808
0.95,348acb083a97f38304b9,LOO_A,3,3,3,1.0,3,490,1.0,0.01914350139300347
0.95,374543bdc17da3f85944,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,37a13d1a27ad3aa322d1,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,37af2c0500711c444fd8,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,38486f452ab32ec20be7,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,39bbfe029066e00926c1,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,3aaecc97907d9b56f229,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,3d5fbeca91476ca0ec51,LOO_A,3,3,3,1.0,3,490,1.0,1.1102230246251565e-16
0.95,3dc9e51c9b37e7dbb8ef,LOO_A,1,0,0,,1,490,1.0,0.0
0.95,3e5859bb1ae344622ffc,LOO_A,2,1,1,1.0,2,490,1.0,0.01036801122365405
