split_id,datetime,fold
split_002,2021-11-09,train
split_002,2021-11-10,train
split_002,2021-11-11,train
split_002,2021-11-12,train
split_002,2021-11-15,train
split_002,2021-11-16,train
split_002,2021-11-17,train
split_002,2021-11-18,train
split_002,2021-11-19,train
split_002,2021-11-22,train
split_002,2021-11-23,train
split_002,2021-11-24,train
split_002,2021-11-25,train
split_002,2021-11-26,train
split_002,2021-11-29,train
split_002,2021-11-30,train
split_002,2021-12-01,train
split_002,2021-12-02,train
split_002,2021-12-03,train
split_002,2021-12-06,train
split_002,2021-12-07,train
split_002,2021-12-08,train
split_002,2021-12-09,train
split_002,2021-12-10,train
split_002,2021-12-13,train
split_002,2021-12-14,train
split_002,2021-12-15,train
split_002,2021-12-16,train
split_002,2021-12-17,train
split_002,2021-12-20,train
split_002,2021-12-21,train
split_002,2021-12-22,train
split_002,2021-12-23,train
split_002,2021-12-24,train
split_002,2021-12-27,train
split_002,2021-12-28,train
split_002,2021-12-29,train
split_002,2021-12-30,train
split_002,2021-12-31,train
split_002,2022-01-04,train
split_002,2022-01-05,train
split_002,2022-01-06,train
split_002,2022-01-07,train
split_002,2022-01-10,train
split_002,2022-01-11,train
split_002,2022-01-12,train
split_002,2022-01-13,train
split_002,2022-01-14,train
split_002,2022-01-17,train
split_002,2022-01-18,train
split_002,2022-01-19,train
split_002,2022-01-20,train
split_002,2022-01-21,train
split_002,2022-01-24,train
split_002,2022-01-25,train
split_002,2022-01-26,train
split_002,2022-01-27,train
split_002,2022-01-28,train
split_002,2022-02-07,train
split_002,2022-02-08,train
split_002,2022-02-09,train
split_002,2022-02-10,train
split_002,2022-02-11,train
split_002,2022-02-14,train
split_002,2022-02-15,train
split_002,2022-02-16,train
split_002,2022-02-17,train
split_002,2022-02-18,train
split_002,2022-02-21,train
split_002,2022-02-22,train
split_002,2022-02-23,train
split_002,2022-02-24,train
split_002,2022-02-25,train
split_002,2022-02-28,train
split_002,2022-03-01,train
split_002,2022-03-02,train
split_002,2022-03-03,train
split_002,2022-03-04,train
split_002,2022-03-07,train
split_002,2022-03-08,train
split_002,2022-03-09,train
split_002,2022-03-10,train
split_002,2022-03-11,train
split_002,2022-03-14,train
split_002,2022-03-15,train
split_002,2022-03-16,train
split_002,2022-03-17,train
split_002,2022-03-18,train
split_002,2022-03-21,train
split_002,2022-03-22,train
split_002,2022-03-23,train
split_002,2022-03-24,train
split_002,2022-03-25,train
split_002,2022-03-28,train
split_002,2022-03-29,train
split_002,2022-03-30,train
split_002,2022-03-31,train
split_002,2022-04-01,train
split_002,2022-04-06,train
split_002,2022-04-07,train
split_002,2022-04-08,train
split_002,2022-04-11,train
split_002,2022-04-12,train
split_002,2022-04-13,train
split_002,2022-04-14,train
split_002,2022-04-15,train
split_002,2022-04-18,train
split_002,2022-04-19,train
split_002,2022-04-20,train
split_002,2022-04-21,train
split_002,2022-04-22,train
split_002,2022-04-25,train
split_002,2022-04-26,train
split_002,2022-04-27,train
split_002,2022-04-28,train
split_002,2022-04-29,train
split_002,2022-05-05,train
split_002,2022-05-06,train
split_002,2022-05-09,train
split_002,2022-05-10,train
split_002,2022-05-11,train
split_002,2022-05-12,train
split_002,2022-05-13,train
split_002,2022-05-16,train
split_002,2022-05-17,train
split_002,2022-05-18,train
split_002,2022-05-19,train
split_002,2022-05-20,train
split_002,2022-05-23,train
split_002,2022-05-24,train
split_002,2022-05-25,train
split_002,2022-05-26,train
split_002,2022-05-27,train
split_002,2022-05-30,train
split_002,2022-05-31,train
split_002,2022-06-01,train
split_002,2022-06-02,train
split_002,2022-06-06,train
split_002,2022-06-07,train
split_002,2022-06-08,train
split_002,2022-06-09,train
split_002,2022-06-10,train
split_002,2022-06-13,train
split_002,2022-06-14,train
split_002,2022-06-15,train
split_002,2022-06-16,train
split_002,2022-06-17,train
split_002,2022-06-20,train
split_002,2022-06-21,train
split_002,2022-06-22,train
split_002,2022-06-23,train
split_002,2022-06-24,train
split_002,2022-06-27,train
split_002,2022-06-28,train
split_002,2022-06-29,train
split_002,2022-06-30,train
split_002,2022-07-01,train
split_002,2022-07-04,train
split_002,2022-07-05,train
split_002,2022-07-06,train
split_002,2022-07-07,train
split_002,2022-07-08,train
split_002,2022-07-11,train
split_002,2022-07-12,train
split_002,2022-07-13,train
split_002,2022-07-14,train
split_002,2022-07-15,train
split_002,2022-07-18,train
split_002,2022-07-19,train
split_002,2022-07-20,train
split_002,2022-07-21,train
split_002,2022-07-22,train
split_002,2022-07-25,train
split_002,2022-07-26,train
split_002,2022-07-27,train
split_002,2022-07-28,train
split_002,2022-07-29,train
split_002,2022-08-01,train
split_002,2022-08-02,train
split_002,2022-08-03,train
split_002,2022-08-04,train
split_002,2022-08-05,train
split_002,2022-08-08,train
split_002,2022-08-09,train
split_002,2022-08-10,train
split_002,2022-08-11,train
split_002,2022-08-12,train
split_002,2022-08-15,train
split_002,2022-08-16,train
split_002,2022-08-17,train
split_002,2022-08-18,train
split_002,2022-08-19,train
split_002,2022-08-22,train
split_002,2022-08-23,train
split_002,2022-08-24,train
split_002,2022-08-25,train
split_002,2022-08-26,train
split_002,2022-08-29,train
split_002,2022-08-30,train
split_002,2022-08-31,train
split_002,2022-09-01,train
split_002,2022-09-02,train
split_002,2022-09-05,train
split_002,2022-09-06,train
split_002,2022-09-07,train
split_002,2022-09-08,train
split_002,2022-09-09,train
split_002,2022-09-13,train
split_002,2022-09-14,train
split_002,2022-09-15,train
split_002,2022-09-16,train
split_002,2022-09-19,train
split_002,2022-09-20,train
split_002,2022-09-21,train
split_002,2022-09-22,train
split_002,2022-09-23,train
split_002,2022-09-26,train
split_002,2022-09-27,train
split_002,2022-09-28,train
split_002,2022-09-29,train
split_002,2022-09-30,train
split_002,2022-10-10,train
split_002,2022-10-11,train
split_002,2022-10-12,train
split_002,2022-10-13,train
split_002,2022-10-14,train
split_002,2022-10-17,train
split_002,2022-10-18,train
split_002,2022-10-19,train
split_002,2022-10-20,train
split_002,2022-10-21,train
split_002,2022-10-24,train
split_002,2022-10-25,train
split_002,2022-10-26,train
split_002,2022-10-27,train
split_002,2022-10-28,train
split_002,2022-10-31,train
split_002,2022-11-01,train
split_002,2022-11-02,train
split_002,2022-11-03,train
split_002,2022-11-04,train
split_002,2022-11-07,train
split_002,2022-11-08,train
split_002,2022-11-09,train
split_002,2022-11-10,train
split_002,2022-11-11,train
split_002,2022-11-14,train
split_002,2022-11-15,train
split_002,2022-11-16,train
split_002,2022-11-17,train
split_002,2022-11-18,train
split_002,2022-11-21,train
split_002,2022-11-22,train
split_002,2022-11-23,train
split_002,2022-11-24,train
split_002,2022-11-25,train
split_002,2022-11-28,train
split_002,2022-11-29,train
split_002,2022-11-30,train
split_002,2022-12-01,train
split_002,2022-12-02,train
split_002,2022-12-05,train
split_002,2022-12-06,train
split_002,2022-12-07,train
split_002,2022-12-08,train
split_002,2022-12-09,train
split_002,2022-12-12,train
split_002,2022-12-13,train
split_002,2022-12-14,train
split_002,2022-12-15,train
split_002,2022-12-16,train
split_002,2022-12-19,train
split_002,2022-12-20,train
split_002,2022-12-21,train
split_002,2022-12-22,train
split_002,2022-12-23,train
split_002,2022-12-26,train
split_002,2022-12-27,train
split_002,2022-12-28,train
split_002,2022-12-29,train
split_002,2022-12-30,train
split_002,2023-01-03,train
split_002,2023-01-04,train
split_002,2023-01-05,train
split_002,2023-01-06,train
split_002,2023-01-09,train
split_002,2023-01-10,train
split_002,2023-01-11,train
split_002,2023-01-12,train
split_002,2023-01-13,train
split_002,2023-01-16,train
split_002,2023-01-17,train
split_002,2023-01-18,train
split_002,2023-01-19,train
split_002,2023-01-20,train
split_002,2023-01-30,train
split_002,2023-01-31,train
split_002,2023-02-01,train
split_002,2023-02-02,train
split_002,2023-02-03,train
split_002,2023-02-06,train
split_002,2023-02-07,train
split_002,2023-02-08,train
split_002,2023-02-09,train
split_002,2023-02-10,train
split_002,2023-02-13,train
split_002,2023-02-14,train
split_002,2023-02-15,train
split_002,2023-02-16,train
split_002,2023-02-17,train
split_002,2023-02-20,train
split_002,2023-02-21,train
split_002,2023-02-22,train
split_002,2023-02-23,train
split_002,2023-02-24,train
split_002,2023-02-27,train
split_002,2023-02-28,train
split_002,2023-03-01,train
split_002,2023-03-02,train
split_002,2023-03-03,train
split_002,2023-03-06,train
split_002,2023-03-07,train
split_002,2023-03-08,train
split_002,2023-03-09,train
split_002,2023-03-10,train
split_002,2023-03-13,train
split_002,2023-03-14,train
split_002,2023-03-15,train
split_002,2023-03-16,train
split_002,2023-03-17,train
split_002,2023-03-20,train
split_002,2023-03-21,train
split_002,2023-03-22,train
split_002,2023-03-23,train
split_002,2023-03-24,train
split_002,2023-03-27,train
split_002,2023-03-28,train
split_002,2023-03-29,train
split_002,2023-03-30,train
split_002,2023-03-31,train
split_002,2023-04-03,train
split_002,2023-04-04,train
split_002,2023-04-06,train
split_002,2023-04-07,train
split_002,2023-04-10,train
split_002,2023-04-11,train
split_002,2023-04-12,train
split_002,2023-04-13,train
split_002,2023-04-14,train
split_002,2023-04-17,train
split_002,2023-04-18,train
split_002,2023-04-19,train
split_002,2023-04-20,train
split_002,2023-04-21,train
split_002,2023-04-24,train
split_002,2023-04-25,train
split_002,2023-04-26,train
split_002,2023-04-27,train
split_002,2023-04-28,train
split_002,2023-05-04,train
split_002,2023-05-05,train
split_002,2023-05-08,train
split_002,2023-05-09,train
split_002,2023-05-10,train
split_002,2023-05-11,train
split_002,2023-05-12,train
split_002,2023-05-15,train
split_002,2023-05-16,train
split_002,2023-05-17,train
split_002,2023-05-18,train
split_002,2023-05-19,train
split_002,2023-05-22,train
split_002,2023-05-23,train
split_002,2023-05-24,train
split_002,2023-05-25,train
split_002,2023-05-26,train
split_002,2023-05-29,train
split_002,2023-05-30,train
split_002,2023-05-31,train
split_002,2023-06-01,train
split_002,2023-06-02,train
split_002,2023-06-05,train
split_002,2023-06-06,train
split_002,2023-06-07,train
split_002,2023-06-08,train
split_002,2023-06-09,train
split_002,2023-06-12,train
split_002,2023-06-13,train
split_002,2023-06-14,train
split_002,2023-06-15,train
split_002,2023-06-16,train
split_002,2023-06-19,train
split_002,2023-06-20,train
split_002,2023-06-21,train
split_002,2023-06-26,train
split_002,2023-06-27,train
split_002,2023-06-28,train
split_002,2023-06-29,train
split_002,2023-06-30,train
split_002,2023-07-03,train
split_002,2023-07-04,train
split_002,2023-07-05,train
split_002,2023-07-06,train
split_002,2023-07-07,train
split_002,2023-07-10,train
split_002,2023-07-11,train
split_002,2023-07-12,train
split_002,2023-07-13,train
split_002,2023-07-14,train
split_002,2023-07-17,train
split_002,2023-07-18,train
split_002,2023-07-19,train
split_002,2023-07-20,train
split_002,2023-07-21,train
split_002,2023-07-24,train
split_002,2023-07-25,train
split_002,2023-07-26,train
split_002,2023-07-27,train
split_002,2023-07-28,train
split_002,2023-07-31,train
split_002,2023-08-01,train
split_002,2023-08-02,train
split_002,2023-08-03,train
split_002,2023-08-04,train
split_002,2023-08-07,train
split_002,2023-08-08,train
split_002,2023-08-09,train
split_002,2023-08-10,train
split_002,2023-08-11,train
split_002,2023-08-14,train
split_002,2023-08-15,train
split_002,2023-08-16,train
split_002,2023-08-17,train
split_002,2023-08-18,train
split_002,2023-08-21,train
split_002,2023-08-22,train
split_002,2023-08-23,train
split_002,2023-08-24,train
split_002,2023-08-25,train
split_002,2023-08-28,train
split_002,2023-08-29,train
split_002,2023-08-30,train
split_002,2023-08-31,train
split_002,2023-09-01,train
split_002,2023-09-04,train
split_002,2023-09-05,train
split_002,2023-09-06,train
split_002,2023-09-07,train
split_002,2023-09-08,train
split_002,2023-09-11,train
split_002,2023-09-12,train
split_002,2023-09-13,train
split_002,2023-09-14,train
split_002,2023-09-15,train
split_002,2023-09-18,train
split_002,2023-09-19,train
split_002,2023-09-20,train
split_002,2023-09-21,train
split_002,2023-09-22,train
split_002,2023-09-25,train
split_002,2023-09-26,train
split_002,2023-09-27,train
split_002,2023-09-28,train
split_002,2023-10-09,train
split_002,2023-10-10,train
split_002,2023-10-11,train
split_002,2023-10-12,train
split_002,2023-10-13,train
split_002,2023-10-16,train
split_002,2023-10-17,train
split_002,2023-10-18,train
split_002,2023-10-19,train
split_002,2023-10-20,train
split_002,2023-10-23,train
split_002,2023-10-24,train
split_002,2023-10-25,train
split_002,2023-10-26,train
split_002,2023-10-27,train
split_002,2023-10-30,train
split_002,2023-10-31,train
split_002,2023-11-01,train
split_002,2023-11-02,train
split_002,2023-11-03,train
split_002,2023-11-06,train
split_002,2023-11-07,train
split_002,2023-11-08,train
split_002,2023-11-09,train
split_002,2023-11-10,train
split_002,2023-11-13,train
split_002,2023-11-14,train
split_002,2023-11-15,train
split_002,2023-11-16,train
split_002,2023-11-17,train
split_002,2023-11-20,train
split_002,2023-11-21,train
split_002,2023-11-22,train
split_002,2023-11-23,train
split_002,2023-11-24,train
split_002,2023-11-27,train
split_002,2023-11-28,train
split_002,2023-11-29,train
split_002,2023-11-30,train
split_002,2023-12-01,train
split_002,2023-12-04,train
split_002,2023-12-05,train
split_002,2023-12-06,train
split_002,2023-12-07,train
split_002,2023-12-08,train
split_002,2023-12-11,train
split_002,2023-12-12,train
split_002,2023-12-13,train
split_002,2023-12-14,train
split_002,2023-12-15,train
split_002,2023-12-18,train
split_002,2023-12-19,train
split_002,2023-12-20,train
split_002,2023-12-21,train
split_002,2023-12-22,train
split_002,2023-12-25,train
split_002,2023-12-26,train
split_002,2023-12-27,train
split_002,2023-12-28,train
split_002,2023-12-29,train
split_002,2024-01-02,train
split_002,2024-01-03,train
split_002,2024-01-04,train
split_002,2024-01-05,train
split_002,2024-01-08,train
split_002,2024-01-09,train
split_002,2024-01-10,train
split_002,2024-01-11,train
split_002,2024-01-12,train
split_002,2024-01-15,train
split_002,2024-01-16,train
split_002,2024-01-17,train
split_002,2024-01-18,train
split_002,2024-01-19,train
split_002,2024-01-22,train
split_002,2024-01-23,train
split_002,2024-01-24,train
split_002,2024-01-25,train
split_002,2024-01-26,train
split_002,2024-01-29,train
split_002,2024-01-30,train
split_002,2024-01-31,train
split_002,2024-02-01,train
split_002,2024-02-02,train
split_002,2024-02-05,train
split_002,2024-02-06,train
split_002,2024-02-07,train
split_002,2024-02-08,train
split_002,2024-02-19,train
split_002,2024-02-20,train
split_002,2024-02-21,train
split_002,2024-02-22,train
split_002,2024-02-23,train
split_002,2024-02-26,train
split_002,2024-02-27,train
split_002,2024-02-28,train
split_002,2024-02-29,train
split_002,2024-03-01,train
split_002,2024-03-04,train
split_002,2024-03-05,train
split_002,2024-03-06,train
split_002,2024-03-07,train
split_002,2024-03-08,train
split_002,2024-03-11,train
split_002,2024-03-12,train
split_002,2024-03-13,train
split_002,2024-03-14,train
split_002,2024-03-15,train
split_002,2024-03-18,train
split_002,2024-03-19,train
split_002,2024-03-20,train
split_002,2024-03-21,train
split_002,2024-03-22,train
split_002,2024-03-25,train
split_002,2024-03-26,train
split_002,2024-03-27,train
split_002,2024-03-28,train
split_002,2024-03-29,train
split_002,2024-04-01,train
split_002,2024-04-02,train
split_002,2024-04-03,train
split_002,2024-04-08,train
split_002,2024-04-09,train
split_002,2024-04-10,train
split_002,2024-04-11,train
split_002,2024-04-12,train
split_002,2024-04-15,train
split_002,2024-04-16,train
split_002,2024-04-17,train
split_002,2024-04-18,train
split_002,2024-04-19,train
split_002,2024-04-22,train
split_002,2024-04-23,train
split_002,2024-04-24,train
split_002,2024-04-25,train
split_002,2024-04-26,train
split_002,2024-04-29,train
split_002,2024-04-30,train
split_002,2024-05-06,train
split_002,2024-05-07,train
split_002,2024-05-08,train
split_002,2024-05-09,train
split_002,2024-05-10,train
split_002,2024-05-13,train
split_002,2024-05-14,train
split_002,2024-05-15,train
split_002,2024-05-16,train
split_002,2024-05-17,train
split_002,2024-05-20,train
split_002,2024-05-21,train
split_002,2024-05-22,train
split_002,2024-05-23,train
split_002,2024-05-24,train
split_002,2024-05-27,train
split_002,2024-05-28,train
split_002,2024-05-29,train
split_002,2024-05-30,train
split_002,2024-05-31,train
split_002,2024-06-03,train
split_002,2024-06-04,train
split_002,2024-06-05,train
split_002,2024-08-05,validation
split_002,2024-08-06,validation
split_002,2024-08-07,validation
split_002,2024-08-08,validation
split_002,2024-08-09,validation
split_002,2024-08-12,validation
split_002,2024-08-13,validation
split_002,2024-08-14,validation
split_002,2024-08-15,validation
split_002,2024-08-16,validation
split_002,2024-08-19,validation
split_002,2024-08-20,validation
split_002,2024-08-21,validation
split_002,2024-08-22,validation
split_002,2024-08-23,validation
split_002,2024-08-26,validation
split_002,2024-08-27,validation
split_002,2024-08-28,validation
split_002,2024-08-29,validation
split_002,2024-08-30,validation
split_002,2024-09-02,validation
split_002,2024-09-03,validation
split_002,2024-09-04,validation
split_002,2024-09-05,validation
split_002,2024-09-06,validation
split_002,2024-09-09,validation
split_002,2024-09-10,validation
split_002,2024-09-11,validation
split_002,2024-09-12,validation
split_002,2024-09-13,validation
split_002,2024-09-18,validation
split_002,2024-09-19,validation
split_002,2024-09-20,validation
split_002,2024-09-23,validation
split_002,2024-09-24,validation
split_002,2024-09-25,validation
split_002,2024-09-26,validation
split_002,2024-09-27,validation
split_002,2024-09-30,validation
split_002,2024-10-08,validation
split_002,2024-10-09,validation
split_002,2024-10-10,validation
split_002,2024-10-11,validation
split_002,2024-10-14,validation
split_002,2024-10-15,validation
split_002,2024-10-16,validation
split_002,2024-10-17,validation
split_002,2024-10-18,validation
split_002,2024-10-21,validation
split_002,2024-10-22,validation
split_002,2024-10-23,validation
split_002,2024-10-24,validation
split_002,2024-10-25,validation
split_002,2024-10-28,validation
split_002,2024-10-29,validation
split_002,2024-10-30,validation
split_002,2024-10-31,validation
split_002,2024-11-01,validation
split_002,2024-11-04,validation
split_002,2024-11-05,validation
split_002,2024-11-06,validation
split_002,2024-11-07,validation
split_002,2024-11-08,validation
split_002,2024-11-11,validation
split_002,2024-11-12,validation
split_002,2024-11-13,validation
split_002,2024-11-14,validation
split_002,2024-11-15,validation
split_002,2024-11-18,validation
split_002,2024-11-19,validation
split_002,2024-11-20,validation
split_002,2024-11-21,validation
split_002,2024-11-22,validation
split_002,2024-11-25,validation
split_002,2024-11-26,validation
split_002,2024-11-27,validation
split_002,2024-11-28,validation
split_002,2025-02-05,test
split_002,2025-02-06,test
split_002,2025-02-07,test
split_002,2025-02-10,test
split_002,2025-02-11,test
split_002,2025-02-12,test
split_002,2025-02-13,test
split_002,2025-02-14,test
split_002,2025-02-17,test
split_002,2025-02-18,test
split_002,2025-02-19,test
split_002,2025-02-20,test
split_002,2025-02-21,test
split_002,2025-02-24,test
split_002,2025-02-25,test
split_002,2025-02-26,test
split_002,2025-02-27,test
split_002,2025-02-28,test
split_002,2025-03-03,test
split_002,2025-03-04,test
split_002,2025-03-05,test
split_002,2025-03-06,test
split_002,2025-03-07,test
split_002,2025-03-10,test
split_002,2025-03-11,test
split_002,2025-03-12,test
split_002,2025-03-13,test
split_002,2025-03-14,test
split_002,2025-03-17,test
split_002,2025-03-18,test
split_002,2025-03-19,test
split_002,2025-03-20,test
split_002,2025-03-21,test
split_002,2025-03-24,test
split_002,2025-03-25,test
split_002,2025-03-26,test
split_002,2025-03-27,test
split_002,2025-03-28,test
split_002,2025-03-31,test
split_002,2025-04-01,test
split_002,2025-04-02,test
split_002,2025-04-03,test
split_002,2025-04-07,test
split_002,2025-04-08,test
split_002,2025-04-09,test
split_002,2025-04-10,test
split_002,2025-04-11,test
split_002,2025-04-14,test
split_002,2025-04-15,test
split_002,2025-04-16,test
split_002,2025-04-17,test
split_002,2025-04-18,test
split_002,2025-04-21,test
split_002,2025-04-22,test
split_002,2025-04-23,test
split_002,2025-04-24,test
split_002,2025-04-25,test
split_002,2025-04-28,test
split_002,2025-04-29,test
split_002,2025-04-30,test
split_002,2025-05-06,test
split_002,2025-05-07,test
split_002,2025-05-08,test
split_002,2025-05-09,test
split_002,2025-05-12,test
split_002,2025-05-13,test
split_002,2025-05-14,test
split_002,2025-05-15,test
split_002,2025-05-16,test
split_002,2025-05-19,test
split_002,2025-05-20,test
split_002,2025-05-21,test
split_002,2025-05-22,test
split_002,2025-05-23,test
split_002,2025-05-26,test
split_002,2025-05-27,test
split_002,2025-05-28,test
split_002,2025-05-29,test
split_002,2025-05-30,test
split_002,2025-06-03,test
split_002,2025-06-04,test
split_002,2025-06-05,test
split_002,2025-06-06,test
split_002,2025-06-09,test
split_002,2025-06-10,test
split_002,2025-06-11,test
split_002,2025-06-12,test
split_002,2025-06-13,test
split_002,2025-06-16,test
split_002,2025-06-17,test
split_002,2025-06-18,test
split_002,2025-06-19,test
split_002,2025-06-20,test
split_002,2025-06-23,test
split_002,2025-06-24,test
split_002,2025-06-25,test
split_002,2025-06-26,test
split_002,2025-06-27,test
split_002,2025-06-30,test
split_002,2025-07-01,test
split_002,2025-07-02,test
split_002,2025-07-03,test
split_002,2025-07-04,test
split_002,2025-07-07,test
split_002,2025-07-08,test
split_002,2025-07-09,test
split_002,2025-07-10,test
split_002,2025-07-11,test
split_002,2025-07-14,test
split_002,2025-07-15,test
split_002,2025-07-16,test
split_002,2025-07-17,test
split_002,2025-07-18,test
split_002,2025-07-21,test
split_002,2025-07-22,test
split_002,2025-07-23,test
split_002,2025-07-24,test
split_002,2025-07-25,test
split_002,2025-07-28,test
split_002,2025-07-29,test
split_002,2025-07-30,test
split_002,2025-07-31,test
split_002,2025-08-01,test
split_002,2025-08-04,test
split_003,2021-02-01,train
split_003,2021-02-02,train
split_003,2021-02-03,train
split_003,2021-02-04,train
split_003,2021-02-05,train
split_003,2021-02-08,train
split_003,2021-02-09,train
split_003,2021-02-10,train
split_003,2021-02-18,train
split_003,2021-02-19,train
split_003,2021-02-22,train
split_003,2021-02-23,train
split_003,2021-02-24,train
split_003,2021-02-25,train
split_003,2021-02-26,train
split_003,2021-03-01,train
split_003,2021-03-02,train
split_003,2021-03-03,train
split_003,2021-03-04,train
split_003,2021-03-05,train
split_003,2021-03-08,train
split_003,2021-03-09,train
split_003,2021-03-10,train
split_003,2021-03-11,train
split_003,2021-03-12,train
split_003,2021-03-15,train
split_003,2021-03-16,train
split_003,2021-03-17,train
split_003,2021-03-18,train
split_003,2021-03-19,train
split_003,2021-03-22,train
split_003,2021-03-23,train
split_003,2021-03-24,train
split_003,2021-03-25,train
split_003,2021-03-26,train
split_003,2021-03-29,train
split_003,2021-03-30,train
split_003,2021-03-31,train
split_003,2021-04-01,train
split_003,2021-04-02,train
split_003,2021-04-06,train
split_003,2021-04-07,train
split_003,2021-04-08,train
split_003,2021-04-09,train
split_003,2021-04-12,train
split_003,2021-04-13,train
split_003,2021-04-14,train
split_003,2021-04-15,train
split_003,2021-04-16,train
split_003,2021-04-19,train
split_003,2021-04-20,train
split_003,2021-04-21,train
split_003,2021-04-22,train
split_003,2021-04-23,train
split_003,2021-04-26,train
split_003,2021-04-27,train
split_003,2021-04-28,train
split_003,2021-04-29,train
split_003,2021-04-30,train
split_003,2021-05-06,train
split_003,2021-05-07,train
split_003,2021-05-10,train
split_003,2021-05-11,train
split_003,2021-05-12,train
split_003,2021-05-13,train
split_003,2021-05-14,train
split_003,2021-05-17,train
split_003,2021-05-18,train
split_003,2021-05-19,train
split_003,2021-05-20,train
split_003,2021-05-21,train
split_003,2021-05-24,train
split_003,2021-05-25,train
split_003,2021-05-26,train
split_003,2021-05-27,train
split_003,2021-05-28,train
split_003,2021-05-31,train
split_003,2021-06-01,train
split_003,2021-06-02,train
split_003,2021-06-03,train
split_003,2021-06-04,train
split_003,2021-06-07,train
split_003,2021-06-08,train
split_003,2021-06-09,train
split_003,2021-06-10,train
split_003,2021-06-11,train
split_003,2021-06-15,train
split_003,2021-06-16,train
split_003,2021-06-17,train
split_003,2021-06-18,train
split_003,2021-06-21,train
split_003,2021-06-22,train
split_003,2021-06-23,train
split_003,2021-06-24,train
split_003,2021-06-25,train
split_003,2021-06-28,train
split_003,2021-06-29,train
split_003,2021-06-30,train
split_003,2021-07-01,train
split_003,2021-07-02,train
split_003,2021-07-05,train
split_003,2021-07-06,train
split_003,2021-07-07,train
split_003,2021-07-08,train
split_003,2021-07-09,train
split_003,2021-07-12,train
split_003,2021-07-13,train
split_003,2021-07-14,train
split_003,2021-07-15,train
split_003,2021-07-16,train
split_003,2021-07-19,train
split_003,2021-07-20,train
split_003,2021-07-21,train
split_003,2021-07-22,train
split_003,2021-07-23,train
split_003,2021-07-26,train
split_003,2021-07-27,train
split_003,2021-07-28,train
split_003,2021-07-29,train
split_003,2021-07-30,train
split_003,2021-08-02,train
split_003,2021-08-03,train
split_003,2021-08-04,train
split_003,2021-08-05,train
split_003,2021-08-06,train
split_003,2021-08-09,train
split_003,2021-08-10,train
split_003,2021-08-11,train
split_003,2021-08-12,train
split_003,2021-08-13,train
split_003,2021-08-16,train
split_003,2021-08-17,train
split_003,2021-08-18,train
split_003,2021-08-19,train
split_003,2021-08-20,train
split_003,2021-08-23,train
split_003,2021-08-24,train
split_003,2021-08-25,train
split_003,2021-08-26,train
split_003,2021-08-27,train
split_003,2021-08-30,train
split_003,2021-08-31,train
split_003,2021-09-01,train
split_003,2021-09-02,train
split_003,2021-09-03,train
split_003,2021-09-06,train
split_003,2021-09-07,train
split_003,2021-09-08,train
split_003,2021-09-09,train
split_003,2021-09-10,train
split_003,2021-09-13,train
split_003,2021-09-14,train
split_003,2021-09-15,train
split_003,2021-09-16,train
split_003,2021-09-17,train
split_003,2021-09-22,train
split_003,2021-09-23,train
split_003,2021-09-24,train
split_003,2021-09-27,train
split_003,2021-09-28,train
split_003,2021-09-29,train
split_003,2021-09-30,train
split_003,2021-10-08,train
split_003,2021-10-11,train
split_003,2021-10-12,train
split_003,2021-10-13,train
split_003,2021-10-14,train
split_003,2021-10-15,train
split_003,2021-10-18,train
split_003,2021-10-19,train
split_003,2021-10-20,train
split_003,2021-10-21,train
split_003,2021-10-22,train
split_003,2021-10-25,train
split_003,2021-10-26,train
split_003,2021-10-27,train
split_003,2021-10-28,train
split_003,2021-10-29,train
split_003,2021-11-01,train
split_003,2021-11-02,train
split_003,2021-11-03,train
split_003,2021-11-04,train
split_003,2021-11-05,train
split_003,2021-11-08,train
split_003,2021-11-09,train
split_003,2021-11-10,train
split_003,2021-11-11,train
split_003,2021-11-12,train
split_003,2021-11-15,train
split_003,2021-11-16,train
split_003,2021-11-17,train
split_003,2021-11-18,train
split_003,2021-11-19,train
split_003,2021-11-22,train
split_003,2021-11-23,train
split_003,2021-11-24,train
split_003,2021-11-25,train
split_003,2021-11-26,train
split_003,2021-11-29,train
split_003,2021-11-30,train
split_003,2021-12-01,train
split_003,2021-12-02,train
split_003,2021-12-03,train
split_003,2021-12-06,train
split_003,2021-12-07,train
split_003,2021-12-08,train
split_003,2021-12-09,train
split_003,2021-12-10,train
split_003,2021-12-13,train
split_003,2021-12-14,train
split_003,2021-12-15,train
split_003,2021-12-16,train
split_003,2021-12-17,train
split_003,2021-12-20,train
split_003,2021-12-21,train
split_003,2021-12-22,train
split_003,2021-12-23,train
split_003,2021-12-24,train
split_003,2021-12-27,train
split_003,2021-12-28,train
split_003,2021-12-29,train
split_003,2021-12-30,train
split_003,2021-12-31,train
split_003,2022-01-04,train
split_003,2022-01-05,train
split_003,2022-01-06,train
split_003,2022-01-07,train
split_003,2022-01-10,train
split_003,2022-01-11,train
split_003,2022-01-12,train
split_003,2022-01-13,train
split_003,2022-01-14,train
split_003,2022-01-17,train
split_003,2022-01-18,train
split_003,2022-01-19,train
split_003,2022-01-20,train
split_003,2022-01-21,train
split_003,2022-01-24,train
split_003,2022-01-25,train
split_003,2022-01-26,train
split_003,2022-01-27,train
split_003,2022-01-28,train
split_003,2022-02-07,train
split_003,2022-02-08,train
split_003,2022-02-09,train
