system,factor,return_mode,group_dimension,horizon,group_count,mean_group_rank_ic,min_group_rank_ic,min_group,max_group_rank_ic,max_group
jqfactor_analyzer,alpha158_BETA5,raw_return,index_segment,20D,4,-0.013081579867318102,-0.0322816902873003,outside_major_indices,-0.0002943278402002,csi300
jqfactor_analyzer,alpha158_BETA60,benchmark_excess_return,index_segment,10D,4,-0.05304183113196795,-0.0660735049365436,outside_major_indices,-0.0443617047105111,csi300
jqfactor_analyzer,alpha158_BETA60,benchmark_excess_return,index_segment,20D,4,-0.06749852198197434,-0.0798021406767915,outside_major_indices,-0.0521049633560282,csi300
jqfactor_analyzer,alpha158_BETA60,raw_return,index_segment,10D,4,-0.05304183113196795,-0.0660735049365436,outside_major_indices,-0.0443617047105111,csi300
jqfactor_analyzer,alpha158_BETA60,raw_return,index_segment,20D,4,-0.06749852198197434,-0.0798021406767915,outside_major_indices,-0.0521049633560282,csi300
jqfactor_analyzer,alpha158_CNTD10,benchmark_excess_return,index_segment,10D,4,-0.012222931426330751,-0.0287258274710745,outside_major_indices,0.001788912080867,csi500
jqfactor_analyzer,alpha158_CNTD10,benchmark_excess_return,index_segment,20D,4,-0.009088944270256374,-0.0272512472510911,outside_major_indices,0.0044429726012145,csi500
jqfactor_analyzer,alpha158_CNTD10,raw_return,index_segment,10D,4,-0.012222931426330751,-0.0287258274710745,outside_major_indices,0.001788912080867,csi500
jqfactor_analyzer,alpha158_CNTD10,raw_return,index_segment,20D,4,-0.009088944270256374,-0.0272512472510911,outside_major_indices,0.0044429726012145,csi500
jqfactor_analyzer,alpha158_CNTD20,benchmark_excess_return,index_segment,10D,4,-0.011504736954002476,-0.0330456867764436,outside_major_indices,0.0028463050931551,csi500
jqfactor_analyzer,alpha158_CNTD20,benchmark_excess_return,index_segment,20D,4,-0.017777301117688174,-0.0357245382686569,outside_major_indices,-0.006171595005083,csi300
jqfactor_analyzer,alpha158_CNTD20,raw_return,index_segment,10D,4,-0.011504736954002476,-0.0330456867764436,outside_major_indices,0.0028463050931551,csi500
jqfactor_analyzer,alpha158_CNTD20,raw_return,index_segment,20D,4,-0.017777301117688174,-0.0357245382686569,outside_major_indices,-0.006171595005083,csi300
jqfactor_analyzer,alpha158_CNTD30,benchmark_excess_return,index_segment,10D,4,-0.0206116056899166,-0.0361210246876517,outside_major_indices,-0.0060928556642324,csi300
jqfactor_analyzer,alpha158_CNTD30,benchmark_excess_return,index_segment,20D,4,-0.033139886805741876,-0.0413684805981209,outside_major_indices,-0.0187320227932945,csi300
jqfactor_analyzer,alpha158_CNTD30,raw_return,index_segment,10D,4,-0.0206116056899166,-0.0361210246876517,outside_major_indices,-0.0060928556642324,csi300
jqfactor_analyzer,alpha158_CNTD30,raw_return,index_segment,20D,4,-0.033139886805741876,-0.0413684805981209,outside_major_indices,-0.0187320227932945,csi300
jqfactor_analyzer,alpha158_CNTD5,benchmark_excess_return,index_segment,10D,4,-0.01083784556021095,-0.0252679533124831,outside_major_indices,0.0014943312636374,csi500
jqfactor_analyzer,alpha158_CNTD5,benchmark_excess_return,index_segment,20D,4,-0.0056561219782589,-0.0204879468430938,outside_major_indices,0.0069106803260385,csi500
jqfactor_analyzer,alpha158_CNTD5,raw_return,index_segment,10D,4,-0.01083784556021095,-0.0252679533124831,outside_major_indices,0.0014943312636374,csi500
jqfactor_analyzer,alpha158_CNTD5,raw_return,index_segment,20D,4,-0.0056561219782589,-0.0204879468430938,outside_major_indices,0.0069106803260385,csi500
jqfactor_analyzer,alpha158_CNTD60,benchmark_excess_return,index_segment,10D,4,-0.028261645247910826,-0.0401940892242571,outside_major_indices,-0.0133869242328666,csi300
jqfactor_analyzer,alpha158_CNTD60,benchmark_excess_return,index_segment,20D,4,-0.0387229385726799,-0.0532758258759752,csi1000,-0.0188523497077729,csi300
jqfactor_analyzer,alpha158_CNTD60,raw_return,index_segment,10D,4,-0.028261645247910826,-0.0401940892242571,outside_major_indices,-0.0133869242328666,csi300
jqfactor_analyzer,alpha158_CNTD60,raw_return,index_segment,20D,4,-0.0387229385726799,-0.0532758258759752,csi1000,-0.0188523497077729,csi300
jqfactor_analyzer,alpha158_CNTN10,benchmark_excess_return,index_segment,10D,4,0.0066231549616303,-0.0068883302170934,csi500,0.0228821227744739,outside_major_indices
jqfactor_analyzer,alpha158_CNTN10,benchmark_excess_return,index_segment,20D,4,0.0017963668257176004,-0.0115775429318943,csi500,0.0195068051163362,outside_major_indices
jqfactor_analyzer,alpha158_CNTN10,raw_return,index_segment,10D,4,0.0066231549616303,-0.0068883302170934,csi500,0.0228821227744739,outside_major_indices
jqfactor_analyzer,alpha158_CNTN10,raw_return,index_segment,20D,4,0.0017963668257176004,-0.0115775429318943,csi500,0.0195068051163362,outside_major_indices
jqfactor_analyzer,alpha158_CNTN20,benchmark_excess_return,index_segment,10D,4,0.0036742849551942994,-0.010380125938436,csi500,0.0243209179849474,outside_major_indices
jqfactor_analyzer,alpha158_CNTN20,benchmark_excess_return,index_segment,20D,4,0.00735700608871055,-0.0107599201169865,csi300,0.0242486028059721,outside_major_indices
jqfactor_analyzer,alpha158_CNTN20,raw_return,index_segment,10D,4,0.0036742849551942994,-0.010380125938436,csi500,0.0243209179849474,outside_major_indices
jqfactor_analyzer,alpha158_CNTN20,raw_return,index_segment,20D,4,0.00735700608871055,-0.0107599201169865,csi300,0.0242486028059721,outside_major_indices
jqfactor_analyzer,alpha158_CNTN30,benchmark_excess_return,index_segment,10D,4,0.01132493081977275,-0.0080336926041796,csi300,0.0254122178903066,outside_major_indices
jqfactor_analyzer,alpha158_CNTN30,benchmark_excess_return,index_segment,20D,4,0.019197811963308452,-0.0025056221259546,csi300,0.0350247711232501,csi1000
jqfactor_analyzer,alpha158_CNTN30,raw_return,index_segment,10D,4,0.01132493081977275,-0.0080336926041796,csi300,0.0254122178903066,outside_major_indices
jqfactor_analyzer,alpha158_CNTN30,raw_return,index_segment,20D,4,0.019197811963308452,-0.0025056221259546,csi300,0.0350247711232501,csi1000
jqfactor_analyzer,alpha158_CNTN5,benchmark_excess_return,index_segment,10D,4,0.00687114190005675,-0.0074324999433785,csi300,0.02156537957439,outside_major_indices
jqfactor_analyzer,alpha158_CNTN5,benchmark_excess_return,index_segment,20D,4,0.00057244955959285,-0.0121274727744097,csi500,0.0151970529012024,outside_major_indices
jqfactor_analyzer,alpha158_CNTN5,raw_return,index_segment,10D,4,0.00687114190005675,-0.0074324999433785,csi300,0.02156537957439,outside_major_indices
jqfactor_analyzer,alpha158_CNTN5,raw_return,index_segment,20D,4,0.00057244955959285,-0.0121274727744097,csi500,0.0151970529012024,outside_major_indices
jqfactor_analyzer,alpha158_CNTN60,benchmark_excess_return,index_segment,10D,4,0.0152795862267557,-0.0050243220997112,csi300,0.0301940485868164,csi1000
jqfactor_analyzer,alpha158_CNTN60,benchmark_excess_return,index_segment,20D,4,0.021731285930861526,-0.0060129009805041,csi300,0.0442766832240426,csi1000
jqfactor_analyzer,alpha158_CNTN60,raw_return,index_segment,10D,4,0.0152795862267557,-0.0050243220997112,csi300,0.0301940485868164,csi1000
jqfactor_analyzer,alpha158_CNTN60,raw_return,index_segment,20D,4,0.021731285930861526,-0.0060129009805041,csi300,0.0442766832240426,csi1000
jqfactor_analyzer,alpha158_CNTP10,benchmark_excess_return,index_segment,10D,4,-0.017792649188222674,-0.0338376596273458,outside_major_indices,-0.0034431376896897,csi500
jqfactor_analyzer,alpha158_CNTP10,benchmark_excess_return,index_segment,20D,4,-0.017045289912263374,-0.0345622891904937,outside_major_indices,-0.0034027874244873,csi500
jqfactor_analyzer,alpha158_CNTP10,raw_return,index_segment,10D,4,-0.017792649188222674,-0.0338376596273458,outside_major_indices,-0.0034431376896897,csi500
jqfactor_analyzer,alpha158_CNTP10,raw_return,index_segment,20D,4,-0.017045289912263374,-0.0345622891904937,outside_major_indices,-0.0034027874244873,csi500
jqfactor_analyzer,alpha158_CNTP20,benchmark_excess_return,index_segment,10D,4,-0.01970482980275,-0.0403118016491358,outside_major_indices,-0.0050571044357347,csi500
jqfactor_analyzer,alpha158_CNTP20,benchmark_excess_return,index_segment,20D,4,-0.028418783840589552,-0.0457472064296247,outside_major_indices,-0.0199369029320453,csi500
jqfactor_analyzer,alpha158_CNTP20,raw_return,index_segment,10D,4,-0.01970482980275,-0.0403118016491358,outside_major_indices,-0.0050571044357347,csi500
jqfactor_analyzer,alpha158_CNTP20,raw_return,index_segment,20D,4,-0.028418783840589552,-0.0457472064296247,outside_major_indices,-0.0199369029320453,csi500
jqfactor_analyzer,alpha158_CNTP30,benchmark_excess_return,index_segment,10D,4,-0.029796166910356324,-0.044821256901273,outside_major_indices,-0.0225573598680876,csi300
jqfactor_analyzer,alpha158_CNTP30,benchmark_excess_return,index_segment,20D,4,-0.0459776532356455,-0.05382400343213,outside_major_indices,-0.0412224659419743,csi300
jqfactor_analyzer,alpha158_CNTP30,raw_return,index_segment,10D,4,-0.029796166910356324,-0.044821256901273,outside_major_indices,-0.0225573598680876,csi300
jqfactor_analyzer,alpha158_CNTP30,raw_return,index_segment,20D,4,-0.0459776532356455,-0.05382400343213,outside_major_indices,-0.0412224659419743,csi300
jqfactor_analyzer,alpha158_CNTP5,benchmark_excess_return,index_segment,10D,4,-0.015091473190030976,-0.0288850716104653,outside_major_indices,-0.0026080424566806,csi500
jqfactor_analyzer,alpha158_CNTP5,benchmark_excess_return,index_segment,20D,4,-0.011515769814919976,-0.0257325349740854,outside_major_indices,0.0009996256723897,csi500
jqfactor_analyzer,alpha158_CNTP5,raw_return,index_segment,10D,4,-0.015091473190030976,-0.0288850716104653,outside_major_indices,-0.0026080424566806,csi500
jqfactor_analyzer,alpha158_CNTP5,raw_return,index_segment,20D,4,-0.011515769814919976,-0.0257325349740854,outside_major_indices,0.0009996256723897,csi500
jqfactor_analyzer,alpha158_CNTP60,benchmark_excess_return,index_segment,10D,4,-0.0392769130271005,-0.0484168519041753,outside_major_indices,-0.031982715719532,csi500
jqfactor_analyzer,alpha158_CNTP60,benchmark_excess_return,index_segment,20D,4,-0.0533580598761227,-0.0590433900935949,outside_major_indices,-0.047290246263347,csi300
jqfactor_analyzer,alpha158_CNTP60,raw_return,index_segment,10D,4,-0.0392769130271005,-0.0484168519041753,outside_major_indices,-0.031982715719532,csi500
jqfactor_analyzer,alpha158_CNTP60,raw_return,index_segment,20D,4,-0.0533580598761227,-0.0590433900935949,outside_major_indices,-0.047290246263347,csi300
jqfactor_analyzer,alpha158_CORD10,benchmark_excess_return,index_segment,10D,4,-0.017516213552798525,-0.0270002957716708,csi1000,-0.005104857030907,csi300
jqfactor_analyzer,alpha158_CORD10,benchmark_excess_return,index_segment,20D,4,-0.024479960264475124,-0.0324860987396784,csi1000,-0.0137581645547525,csi500
jqfactor_analyzer,alpha158_CORD10,raw_return,index_segment,10D,4,-0.017516213552798525,-0.0270002957716708,csi1000,-0.005104857030907,csi300
jqfactor_analyzer,alpha158_CORD10,raw_return,index_segment,20D,4,-0.024479960264475124,-0.0324860987396784,csi1000,-0.0137581645547525,csi500
jqfactor_analyzer,alpha158_CORD20,benchmark_excess_return,index_segment,10D,4,-0.03002360533879365,-0.0356077921149809,outside_major_indices,-0.021425846344242,csi500
jqfactor_analyzer,alpha158_CORD20,benchmark_excess_return,index_segment,20D,4,-0.04118969451439595,-0.0499491909065875,csi300,-0.0317299263330604,csi500
jqfactor_analyzer,alpha158_CORD20,raw_return,index_segment,10D,4,-0.03002360533879365,-0.0356077921149809,outside_major_indices,-0.021425846344242,csi500
jqfactor_analyzer,alpha158_CORD20,raw_return,index_segment,20D,4,-0.04118969451439595,-0.0499491909065875,csi300,-0.0317299263330604,csi500
jqfactor_analyzer,alpha158_CORD30,benchmark_excess_return,index_segment,10D,4,-0.039122199127783225,-0.0460755548183698,csi300,-0.0310977352058646,csi500
jqfactor_analyzer,alpha158_CORD30,benchmark_excess_return,index_segment,20D,4,-0.05289406565934055,-0.0654989965604231,csi300,-0.0442773465741589,outside_major_indices
jqfactor_analyzer,alpha158_CORD30,raw_return,index_segment,10D,4,-0.039122199127783225,-0.0460755548183698,csi300,-0.0310977352058646,csi500
jqfactor_analyzer,alpha158_CORD30,raw_return,index_segment,20D,4,-0.05289406565934055,-0.0654989965604231,csi300,-0.0442773465741589,outside_major_indices
jqfactor_analyzer,alpha158_CORD5,benchmark_excess_return,index_segment,10D,4,-0.013058743891455851,-0.0261707073131437,outside_major_indices,0.0028405635540011,csi300
jqfactor_analyzer,alpha158_CORD5,benchmark_excess_return,index_segment,20D,4,-0.014955367203997075,-0.0244747981927229,outside_major_indices,-0.0065990379786287,csi300
jqfactor_analyzer,alpha158_CORD5,raw_return,index_segment,10D,4,-0.013058743891455851,-0.0261707073131437,outside_major_indices,0.0028405635540011,csi300
jqfactor_analyzer,alpha158_CORD5,raw_return,index_segment,20D,4,-0.014955367203997075,-0.0244747981927229,outside_major_indices,-0.0065990379786287,csi300
jqfactor_analyzer,alpha158_CORD60,benchmark_excess_return,index_segment,10D,4,-0.037150383959239544,-0.0490438819438219,csi1000,-0.0274843592073971,outside_major_indices
jqfactor_analyzer,alpha158_CORD60,benchmark_excess_return,index_segment,20D,4,-0.04725049477329355,-0.0596986874803361,csi1000,-0.0345045827580758,outside_major_indices
jqfactor_analyzer,alpha158_CORD60,raw_return,index_segment,10D,4,-0.037150383959239544,-0.0490438819438219,csi1000,-0.0274843592073971,outside_major_indices
jqfactor_analyzer,alpha158_CORD60,raw_return,index_segment,20D,4,-0.04725049477329355,-0.0596986874803361,csi1000,-0.0345045827580758,outside_major_indices
jqfactor_analyzer,alpha158_CORR10,benchmark_excess_return,index_segment,10D,4,-0.0230757270008802,-0.0354076254191857,outside_major_indices,-0.0094433630851322,csi500
jqfactor_analyzer,alpha158_CORR10,benchmark_excess_return,index_segment,20D,4,-0.03154924796133845,-0.0415539270101824,csi1000,-0.0183657484154723,csi500
jqfactor_analyzer,alpha158_CORR10,raw_return,index_segment,10D,4,-0.0230757270008802,-0.0354076254191857,outside_major_indices,-0.0094433630851322,csi500
jqfactor_analyzer,alpha158_CORR10,raw_return,index_segment,20D,4,-0.03154924796133845,-0.0415539270101824,csi1000,-0.0183657484154723,csi500
jqfactor_analyzer,alpha158_CORR20,benchmark_excess_return,index_segment,10D,4,-0.027905539384375448,-0.0399517634139308,csi1000,-0.0166563541758997,csi500
jqfactor_analyzer,alpha158_CORR20,benchmark_excess_return,index_segment,20D,4,-0.0343554853053755,-0.0437332376699578,csi1000,-0.0265497995986094,csi500
jqfactor_analyzer,alpha158_CORR20,raw_return,index_segment,10D,4,-0.027905539384375448,-0.0399517634139308,csi1000,-0.0166563541758997,csi500
jqfactor_analyzer,alpha158_CORR20,raw_return,index_segment,20D,4,-0.0343554853053755,-0.0437332376699578,csi1000,-0.0265497995986094,csi500
jqfactor_analyzer,alpha158_CORR30,benchmark_excess_return,index_segment,10D,4,-0.023971748922690602,-0.0323499126684426,csi1000,-0.0146668008246574,csi300
jqfactor_analyzer,alpha158_CORR30,benchmark_excess_return,index_segment,20D,4,-0.028749350167207026,-0.0369539775254883,csi1000,-0.0149382090961925,csi300
jqfactor_analyzer,alpha158_CORR30,raw_return,index_segment,10D,4,-0.023971748922690602,-0.0323499126684426,csi1000,-0.0146668008246574,csi300
jqfactor_analyzer,alpha158_CORR30,raw_return,index_segment,20D,4,-0.028749350167207026,-0.0369539775254883,csi1000,-0.0149382090961925,csi300
jqfactor_analyzer,alpha158_CORR5,benchmark_excess_return,index_segment,10D,4,-0.0187290918692515,-0.0315677267621912,outside_major_indices,-0.0058655196781521,csi300
jqfactor_analyzer,alpha158_CORR5,benchmark_excess_return,index_segment,20D,4,-0.022741171384984125,-0.0325697813022074,outside_major_indices,-0.0139576018875468,csi500
jqfactor_analyzer,alpha158_CORR5,raw_return,index_segment,10D,4,-0.0187290918692515,-0.0315677267621912,outside_major_indices,-0.0058655196781521,csi300
jqfactor_analyzer,alpha158_CORR5,raw_return,index_segment,20D,4,-0.022741171384984125,-0.0325697813022074,outside_major_indices,-0.0139576018875468,csi500
jqfactor_analyzer,alpha158_CORR60,benchmark_excess_return,index_segment,10D,4,-0.013791079988425277,-0.0248954367919284,csi1000,0.0058744509363866,csi300
jqfactor_analyzer,alpha158_CORR60,benchmark_excess_return,index_segment,20D,4,-0.02298163078735905,-0.0370351338257569,csi1000,0.0050359999158242,csi300
jqfactor_analyzer,alpha158_CORR60,raw_return,index_segment,10D,4,-0.013791079988425277,-0.0248954367919284,csi1000,0.0058744509363866,csi300
jqfactor_analyzer,alpha158_CORR60,raw_return,index_segment,20D,4,-0.02298163078735905,-0.0370351338257569,csi1000,0.0050359999158242,csi300
jqfactor_analyzer,alpha158_HIGH0,benchmark_excess_return,index_segment,10D,4,-0.0360853447984184,-0.0418753440576874,outside_major_indices,-0.0305918774478064,csi1000
jqfactor_analyzer,alpha158_HIGH0,benchmark_excess_return,index_segment,20D,4,-0.047230784272836626,-0.0588036522111514,csi300,-0.0371585845705644,csi1000
jqfactor_analyzer,alpha158_HIGH0,raw_return,index_segment,10D,4,-0.0360853447984184,-0.0418753440576874,outside_major_indices,-0.0305918774478064,csi1000
jqfactor_analyzer,alpha158_HIGH0,raw_return,index_segment,20D,4,-0.047230784272836626,-0.0588036522111514,csi300,-0.0371585845705644,csi1000
jqfactor_analyzer,alpha158_IMAX10,benchmark_excess_return,index_segment,10D,4,-0.009768778948593076,-0.0242125622683617,outside_major_indices,0.0063427484278656,csi300
jqfactor_analyzer,alpha158_IMAX10,benchmark_excess_return,index_segment,20D,4,-0.00781634478120905,-0.0197770073223699,outside_major_indices,0.0019938440394716,csi500
jqfactor_analyzer,alpha158_IMAX10,raw_return,index_segment,10D,4,-0.009768778948593076,-0.0242125622683617,outside_major_indices,0.0063427484278656,csi300
jqfactor_analyzer,alpha158_IMAX10,raw_return,index_segment,20D,4,-0.00781634478120905,-0.0197770073223699,outside_major_indices,0.0019938440394716,csi500
jqfactor_analyzer,alpha158_IMAX20,benchmark_excess_return,index_segment,10D,4,-0.0115235713741305,-0.0336549666579836,outside_major_indices,0.0040356941280091,csi500
jqfactor_analyzer,alpha158_IMAX20,benchmark_excess_return,index_segment,20D,4,-0.0240714612921165,-0.0350075407316585,outside_major_indices,-0.0155025757742397,csi500
jqfactor_analyzer,alpha158_IMAX20,raw_return,index_segment,10D,4,-0.0115235713741305,-0.0336549666579836,outside_major_indices,0.0040356941280091,csi500
jqfactor_analyzer,alpha158_IMAX20,raw_return,index_segment,20D,4,-0.0240714612921165,-0.0350075407316585,outside_major_indices,-0.0155025757742397,csi500
jqfactor_analyzer,alpha158_IMAX30,benchmark_excess_return,index_segment,10D,4,-0.03275199008173805,-0.0458639687512373,outside_major_indices,-0.0240992617416523,csi300
jqfactor_analyzer,alpha158_IMAX30,benchmark_excess_return,index_segment,20D,4,-0.04269868847452485,-0.0446562939315684,outside_major_indices,-0.0400717804911554,csi1000
jqfactor_analyzer,alpha158_IMAX30,raw_return,index_segment,10D,4,-0.03275199008173805,-0.0458639687512373,outside_major_indices,-0.0240992617416523,csi300
jqfactor_analyzer,alpha158_IMAX30,raw_return,index_segment,20D,4,-0.04269868847452485,-0.0446562939315684,outside_major_indices,-0.0400717804911554,csi1000
jqfactor_analyzer,alpha158_IMAX5,benchmark_excess_return,index_segment,10D,4,-0.007901686429861774,-0.019450894721995,outside_major_indices,0.0067827215440689,csi300
jqfactor_analyzer,alpha158_IMAX5,benchmark_excess_return,index_segment,20D,4,-0.002293259930060675,-0.0136803061246517,outside_major_indices,0.0072363079472219,csi300
jqfactor_analyzer,alpha158_IMAX5,raw_return,index_segment,10D,4,-0.007901686429861774,-0.019450894721995,outside_major_indices,0.0067827215440689,csi300
jqfactor_analyzer,alpha158_IMAX5,raw_return,index_segment,20D,4,-0.002293259930060675,-0.0136803061246517,outside_major_indices,0.0072363079472219,csi300
jqfactor_analyzer,alpha158_IMAX60,benchmark_excess_return,index_segment,10D,4,-0.031906948248873926,-0.0346262190727429,csi1000,-0.0240766449423576,csi300
jqfactor_analyzer,alpha158_IMAX60,benchmark_excess_return,index_segment,20D,4,-0.04504989645485696,-0.0502678990116307,csi1000,-0.0393488160064114,outside_major_indices
jqfactor_analyzer,alpha158_IMAX60,raw_return,index_segment,10D,4,-0.031906948248873926,-0.0346262190727429,csi1000,-0.0240766449423576,csi300
jqfactor_analyzer,alpha158_IMAX60,raw_return,index_segment,20D,4,-0.04504989645485696,-0.0502678990116307,csi1000,-0.0393488160064114,outside_major_indices
jqfactor_analyzer,alpha158_IMIN10,benchmark_excess_return,index_segment,10D,4,0.020022168129612126,0.00026254608336,csi300,0.0382539877319491,outside_major_indices
jqfactor_analyzer,alpha158_IMIN10,benchmark_excess_return,index_segment,20D,4,0.019443115698849323,0.0045584755793226,csi500,0.0399848443107357,outside_major_indices
jqfactor_analyzer,alpha158_IMIN10,raw_return,index_segment,10D,4,0.020022168129612126,0.00026254608336,csi300,0.0382539877319491,outside_major_indices
jqfactor_analyzer,alpha158_IMIN10,raw_return,index_segment,20D,4,0.019443115698849323,0.0045584755793226,csi500,0.0399848443107357,outside_major_indices
jqfactor_analyzer,alpha158_IMIN20,benchmark_excess_return,index_segment,10D,4,0.027575398275600425,0.0115577040655999,csi500,0.0448188755046757,outside_major_indices
jqfactor_analyzer,alpha158_IMIN20,benchmark_excess_return,index_segment,20D,4,0.0372351699462772,0.0187070101518581,csi500,0.0498958255087995,outside_major_indices
jqfactor_analyzer,alpha158_IMIN20,raw_return,index_segment,10D,4,0.027575398275600425,0.0115577040655999,csi500,0.0448188755046757,outside_major_indices
jqfactor_analyzer,alpha158_IMIN20,raw_return,index_segment,20D,4,0.0372351699462772,0.0187070101518581,csi500,0.0498958255087995,outside_major_indices
jqfactor_analyzer,alpha158_IMIN30,benchmark_excess_return,index_segment,10D,4,0.037666611050345675,0.0235198109903094,csi500,0.0462749292587629,csi1000
jqfactor_analyzer,alpha158_IMIN30,benchmark_excess_return,index_segment,20D,4,0.051412202484445474,0.037444964319112,csi500,0.0594402600321624,csi1000
jqfactor_analyzer,alpha158_IMIN30,raw_return,index_segment,10D,4,0.037666611050345675,0.0235198109903094,csi500,0.0462749292587629,csi1000
jqfactor_analyzer,alpha158_IMIN30,raw_return,index_segment,20D,4,0.051412202484445474,0.037444964319112,csi500,0.0594402600321624,csi1000
jqfactor_analyzer,alpha158_IMIN5,benchmark_excess_return,index_segment,10D,4,0.0152111839044183,-0.0018659116361604,csi300,0.0299822254764278,outside_major_indices
jqfactor_analyzer,alpha158_IMIN5,benchmark_excess_return,index_segment,20D,4,0.0096704575666054,-0.0025196929709355,csi300,0.0256365726156484,outside_major_indices
jqfactor_analyzer,alpha158_IMIN5,raw_return,index_segment,10D,4,0.0152111839044183,-0.0018659116361604,csi300,0.0299822254764278,outside_major_indices
jqfactor_analyzer,alpha158_IMIN5,raw_return,index_segment,20D,4,0.0096704575666054,-0.0025196929709355,csi300,0.0256365726156484,outside_major_indices
jqfactor_analyzer,alpha158_IMIN60,benchmark_excess_return,index_segment,10D,4,0.04474277935666843,0.0364449682173464,csi300,0.0522077964134048,outside_major_indices
jqfactor_analyzer,alpha158_IMIN60,benchmark_excess_return,index_segment,20D,4,0.057017280717919,0.0419488795113972,csi300,0.0652533596983168,csi1000
jqfactor_analyzer,alpha158_IMIN60,raw_return,index_segment,10D,4,0.04474277935666843,0.0364449682173464,csi300,0.0522077964134048,outside_major_indices
jqfactor_analyzer,alpha158_IMIN60,raw_return,index_segment,20D,4,0.057017280717919,0.0419488795113972,csi300,0.0652533596983168,csi1000
jqfactor_analyzer,alpha158_IMXD10,benchmark_excess_return,index_segment,10D,4,-0.015839545271076876,-0.0346100363688617,outside_major_indices,0.0060570738675763,csi300
jqfactor_analyzer,alpha158_IMXD10,benchmark_excess_return,index_segment,20D,4,-0.012917138158895,-0.0320766210817907,outside_major_indices,0.0013489776391658,csi300
jqfactor_analyzer,alpha158_IMXD10,raw_return,index_segment,10D,4,-0.015839545271076876,-0.0346100363688617,outside_major_indices,0.0060570738675763,csi300
jqfactor_analyzer,alpha158_IMXD10,raw_return,index_segment,20D,4,-0.012917138158895,-0.0320766210817907,outside_major_indices,0.0013489776391658,csi300
jqfactor_analyzer,alpha158_IMXD20,benchmark_excess_return,index_segment,10D,4,-0.021228621406212,-0.0451886737833785,outside_major_indices,-0.0022903281289982,csi500
jqfactor_analyzer,alpha158_IMXD20,benchmark_excess_return,index_segment,20D,4,-0.03313570237884235,-0.047855411425271,outside_major_indices,-0.0174182721130107,csi500
jqfactor_analyzer,alpha158_IMXD20,raw_return,index_segment,10D,4,-0.021228621406212,-0.0451886737833785,outside_major_indices,-0.0022903281289982,csi500
jqfactor_analyzer,alpha158_IMXD20,raw_return,index_segment,20D,4,-0.03313570237884235,-0.047855411425271,outside_major_indices,-0.0174182721130107,csi500
jqfactor_analyzer,alpha158_IMXD30,benchmark_excess_return,index_segment,10D,4,-0.04029042438016625,-0.0535364676890297,outside_major_indices,-0.0282329432584682,csi500
jqfactor_analyzer,alpha158_IMXD30,benchmark_excess_return,index_segment,20D,4,-0.05481667819336129,-0.0587704180659267,csi300,-0.0466402106178754,csi500
jqfactor_analyzer,alpha158_IMXD30,raw_return,index_segment,10D,4,-0.04029042438016625,-0.0535364676890297,outside_major_indices,-0.0282329432584682,csi500
jqfactor_analyzer,alpha158_IMXD30,raw_return,index_segment,20D,4,-0.05481667819336129,-0.0587704180659267,csi300,-0.0466402106178754,csi500
jqfactor_analyzer,alpha158_IMXD5,benchmark_excess_return,index_segment,10D,4,-0.011738639163848224,-0.0261152089381832,outside_major_indices,0.0054865122935746,csi300
jqfactor_analyzer,alpha158_IMXD5,benchmark_excess_return,index_segment,20D,4,-0.00563628506963565,-0.0208168482885192,outside_major_indices,0.0063914010575687,csi300
jqfactor_analyzer,alpha158_IMXD5,raw_return,index_segment,10D,4,-0.011738639163848224,-0.0261152089381832,outside_major_indices,0.0054865122935746,csi300
jqfactor_analyzer,alpha158_IMXD5,raw_return,index_segment,20D,4,-0.00563628506963565,-0.0208168482885192,outside_major_indices,0.0063914010575687,csi300
jqfactor_analyzer,alpha158_IMXD60,benchmark_excess_return,index_segment,10D,4,-0.046177188198057995,-0.0516182536890233,outside_major_indices,-0.0385614618271669,csi300
jqfactor_analyzer,alpha158_IMXD60,benchmark_excess_return,index_segment,20D,4,-0.062397511977330206,-0.0681856960382973,csi1000,-0.053149539656551,csi300
jqfactor_analyzer,alpha158_IMXD60,raw_return,index_segment,10D,4,-0.046177188198057995,-0.0516182536890233,outside_major_indices,-0.0385614618271669,csi300
jqfactor_analyzer,alpha158_IMXD60,raw_return,index_segment,20D,4,-0.062397511977330206,-0.0681856960382973,csi1000,-0.053149539656551,csi300
jqfactor_analyzer,alpha158_KLEN,benchmark_excess_return,index_segment,10D,4,-0.05761835469563448,-0.0749281444381766,outside_major_indices,-0.0491436547765234,csi500
jqfactor_analyzer,alpha158_KLEN,benchmark_excess_return,index_segment,20D,4,-0.0757248115375927,-0.0866093638436244,outside_major_indices,-0.0650487451785576,csi1000
jqfactor_analyzer,alpha158_KLEN,raw_return,index_segment,10D,4,-0.05761835469563448,-0.0749281444381766,outside_major_indices,-0.0491436547765234,csi500
jqfactor_analyzer,alpha158_KLEN,raw_return,index_segment,20D,4,-0.0757248115375927,-0.0866093638436244,outside_major_indices,-0.0650487451785576,csi1000
jqfactor_analyzer,alpha158_KLOW,benchmark_excess_return,index_segment,10D,4,-0.0314215198999685,-0.0430803118280563,outside_major_indices,-0.02554524184129,csi1000
jqfactor_analyzer,alpha158_KLOW,benchmark_excess_return,index_segment,20D,4,-0.042424816541603974,-0.0526825558606342,outside_major_indices,-0.0333797110825117,csi1000
